	#_#	#_'	#_-	#_a	#_b	#_c	#_d	#_e	#_f	#_g	#_h	#_i	#_j	#_k	#_l	#_m	#_n	#_o	#_p	#_q	#_r	#_s	#_t	#_u	#_v	#_w	#_x	#_y	#_z	#_à	#_á	#_â	#_ã	#_ä	#_æ	#_è	#_é	#_ê	#_í	#_î	#_ï	#_ó	#_ô	#_ö	#_ú	#_û	#_ü	#_ŵ	#_ŷ	'_#	'_'	'_-	'_a	'_c	'_d	'_e	'_f	'_g	'_h	'_i	'_j	'_k	'_l	'_m	'_n	'_o	'_p	'_q	'_r	'_s	'_t	'_u	'_v	'_w	'_y	'_ô	,_#	,_e	,_n	,_y	-_#	-_'	-_-	-_a	-_b	-_c	-_d	-_e	-_f	-_g	-_h	-_i	-_k	-_l	-_m	-_n	-_o	-_p	-_r	-_s	-_t	-_u	-_w	-_y	-_à	-_â	-_î	-_û	-_ŵ	a_#	a_'	a_,	a_-	a_a	a_b	a_c	a_d	a_e	a_f	a_g	a_h	a_i	a_j	a_k	a_l	a_m	a_n	a_o	a_p	a_q	a_r	a_s	a_t	a_u	a_v	a_w	a_x	a_y	a_z	a_á	a_â	a_é	a_ê	a_í	a_î	a_ï	a_ô	a_ŵ	b_#	b_'	b_-	b_a	b_b	b_c	b_d	b_e	b_f	b_g	b_h	b_i	b_j	b_k	b_l	b_m	b_n	b_o	b_p	b_q	b_r	b_s	b_t	b_u	b_v	b_w	b_x	b_y	b_z	b_â	b_ê	b_î	c_#	c_'	c_-	c_a	c_b	c_c	c_d	c_e	c_f	c_g	c_h	c_i	c_j	c_k	c_l	c_m	c_n	c_o	c_p	c_q	c_r	c_s	c_t	c_u	c_v	c_w	c_x	c_y	c_z	c_á	c_â	c_è	c_é	c_ê	c_ë	c_ï	c_ô	c_ŵ	c_ŷ	d_#	d_'	d_-	d_a	d_b	d_c	d_d	d_e	d_f	d_g	d_h	d_i	d_j	d_k	d_l	d_m	d_n	d_o	d_p	d_q	d_r	d_s	d_t	d_u	d_v	d_w	d_x	d_y	d_z	d_é	d_ê	d_ï	d_ñ	d_ô	d_ö	d_ŵ	e_#	e_'	e_,	e_-	e_a	e_b	e_c	e_d	e_e	e_f	e_g	e_h	e_i	e_j	e_k	e_l	e_m	e_n	e_o	e_p	e_q	e_r	e_s	e_t	e_u	e_v	e_w	e_x	e_y	e_z	e_á	e_â	e_å	e_é	e_í	e_î	e_ï	e_ô	f_#	f_'	f_-	f_a	f_b	f_c	f_d	f_e	f_f	f_g	f_h	f_i	f_j	f_k	f_l	f_m	f_n	f_o	f_p	f_r	f_s	f_t	f_u	f_v	f_w	f_x	f_y	f_z	f_á	f_â	f_ä	f_é	f_ê	f_î	f_ï	f_ô	f_ŵ	g_#	g_'	g_-	g_a	g_b	g_c	g_d	g_e	g_f	g_g	g_h	g_i	g_j	g_k	g_l	g_m	g_n	g_o	g_p	g_q	g_r	g_s	g_t	g_u	g_v	g_w	g_y	g_z	g_â	g_ê	g_ë	g_í	g_î	g_ï	g_ó	g_ô	g_ö	g_ŵ	g_ŷ	h_#	h_'	h_,	h_-	h_a	h_b	h_c	h_d	h_e	h_f	h_g	h_h	h_i	h_j	h_k	h_l	h_m	h_n	h_o	h_p	h_q	h_r	h_s	h_t	h_u	h_v	h_w	h_x	h_y	h_z	h_â	h_ê	h_ë	h_î	h_ï	h_ó	h_ô	i_#	i_'	i_,	i_-	i_a	i_b	i_c	i_d	i_e	i_f	i_g	i_h	i_i	i_j	i_k	i_l	i_m	i_n	i_o	i_p	i_q	i_r	i_s	i_t	i_u	i_v	i_w	i_x	i_y	i_z	i_à	i_á	i_â	i_é	i_ë	i_î	i_ï	j_#	j_'	j_-	j_a	j_b	j_c	j_d	j_e	j_f	j_g	j_h	j_i	j_j	j_k	j_l	j_m	j_n	j_o	j_p	j_q	j_r	j_s	j_t	j_u	j_v	j_w	j_x	j_y	j_z	k_#	k_'	k_-	k_a	k_b	k_c	k_d	k_e	k_f	k_g	k_h	k_i	k_j	k_k	k_l	k_m	k_n	k_o	k_p	k_q	k_r	k_s	k_t	k_u	k_v	k_w	k_x	k_y	k_z	l_#	l_'	l_,	l_-	l_a	l_b	l_c	l_d	l_e	l_f	l_g	l_h	l_i	l_j	l_k	l_l	l_m	l_n	l_o	l_p	l_q	l_r	l_s	l_t	l_u	l_v	l_w	l_x	l_y	l_z	l_â	l_é	l_ê	l_ÿ	m_#	m_'	m_-	m_a	m_b	m_c	m_d	m_e	m_f	m_g	m_h	m_i	m_j	m_k	m_l	m_m	m_n	m_o	m_p	m_q	m_r	m_s	m_t	m_u	m_v	m_w	m_x	m_y	m_z	m_á	m_â	m_è	m_ê	m_ï	m_ô	m_ŵ	n_#	n_'	n_-	n_a	n_b	n_c	n_d	n_e	n_f	n_g	n_h	n_i	n_j	n_k	n_l	n_m	n_n	n_o	n_p	n_q	n_r	n_s	n_t	n_u	n_v	n_w	n_x	n_y	n_z	n_â	n_ä	n_é	n_ê	n_í	n_î	n_ï	n_ó	n_ô	n_ú	n_û	n_ŵ	n_ŷ	o_#	o_'	o_-	o_a	o_b	o_c	o_d	o_e	o_f	o_g	o_h	o_i	o_j	o_k	o_l	o_m	o_n	o_o	o_p	o_q	o_r	o_s	o_t	o_u	o_v	o_w	o_x	o_y	o_z	o_á	o_â	o_é	o_ê	o_î	o_ï	o_ô	o_ŵ	p_#	p_'	p_-	p_a	p_b	p_c	p_d	p_e	p_f	p_g	p_h	p_i	p_j	p_k	p_l	p_m	p_n	p_o	p_p	p_q	p_r	p_s	p_t	p_u	p_v	p_w	p_x	p_y	p_z	p_â	p_é	p_ê	p_ï	p_ñ	p_ô	p_ŵ	q_#	q_'	q_-	q_a	q_b	q_d	q_e	q_h	q_i	q_l	q_m	q_n	q_o	q_p	q_r	q_s	q_t	q_é	q_ė	r_#	r_'	r_-	r_a	r_b	r_c	r_d	r_e	r_f	r_g	r_h	r_i	r_j	r_k	r_l	r_m	r_n	r_o	r_p	r_q	r_r	r_s	r_t	r_u	r_v	r_w	r_x	r_y	r_z	r_ç	r_é	r_ê	r_ë	r_ï	r_ô	r_û	r_ü	r_ŵ	r_ŷ	s_#	s_'	s_-	s_a	s_b	s_c	s_d	s_e	s_f	s_g	s_h	s_i	s_j	s_k	s_l	s_m	s_n	s_o	s_p	s_q	s_r	s_s	s_t	s_u	s_v	s_w	s_x	s_y	s_z	s_á	s_â	s_é	s_ê	s_î	s_ï	s_ñ	s_ô	s_ŵ	t_#	t_'	t_-	t_a	t_b	t_c	t_d	t_e	t_f	t_g	t_h	t_i	t_j	t_k	t_l	t_m	t_n	t_o	t_p	t_q	t_r	t_s	t_t	t_u	t_v	t_w	t_x	t_y	t_z	t_â	t_é	t_ê	t_î	t_ï	t_ô	t_ö	t_ŵ	t_ŷ	u_#	u_'	u_-	u_a	u_b	u_c	u_d	u_e	u_f	u_g	u_h	u_i	u_j	u_k	u_l	u_m	u_n	u_o	u_p	u_q	u_r	u_s	u_t	u_u	u_v	u_w	u_x	u_y	u_z	u_â	u_é	u_í	u_û	v_#	v_'	v_-	v_a	v_b	v_c	v_d	v_e	v_f	v_g	v_h	v_i	v_j	v_k	v_l	v_m	v_n	v_o	v_p	v_r	v_s	v_t	v_u	v_v	v_w	v_x	v_y	v_z	w_#	w_'	w_-	w_a	w_b	w_c	w_d	w_e	w_f	w_g	w_h	w_i	w_k	w_l	w_m	w_n	w_o	w_p	w_r	w_s	w_t	w_u	w_v	w_w	w_x	w_y	w_z	w_â	w_é	w_ê	w_î	w_ï	x_#	x_-	x_a	x_b	x_c	x_d	x_e	x_g	x_h	x_i	x_k	x_l	x_m	x_n	x_o	x_p	x_r	x_s	x_t	x_u	x_v	x_w	x_x	x_y	x_z	x_ū	y_#	y_'	y_-	y_a	y_b	y_c	y_d	y_e	y_f	y_g	y_h	y_i	y_j	y_k	y_l	y_m	y_n	y_o	y_p	y_r	y_s	y_t	y_u	y_v	y_w	y_y	y_z	y_á	y_ë	y_û	z_#	z_'	z_-	z_a	z_b	z_c	z_d	z_e	z_f	z_g	z_h	z_i	z_k	z_l	z_m	z_n	z_o	z_p	z_r	z_s	z_t	z_u	z_v	z_w	z_x	z_y	z_z	z_û	à_#	á_#	á_'	á_a	á_f	á_h	á_i	á_n	á_t	â_#	â_'	â_-	â_c	â_d	â_e	â_i	â_m	â_n	â_r	â_t	â_u	â_é	ä_#	ä_e	ä_r	æ_o	è_e	è_h	é_#	é_a	é_d	é_e	é_g	é_i	é_l	é_m	é_o	é_r	é_s	é_t	é_u	é_w	é_y	é_é	ê_#	ê_-	ê_f	ê_s	ë_c	ë_d	ë_g	ë_i	ë_r	ë_y	í_#	í_a	í_t	î_#	î_-	î_f	î_i	î_l	î_s	ï_#	ï_'	ï_c	ï_d	ï_e	ï_f	ï_i	ï_l	ï_m	ï_n	ï_r	ï_u	ï_y	ñ_#	ñ_r	ñ_t	ó_i	ó_n	ô_#	ô_'	ô_-	ô_d	ô_e	ô_s	ô_t	ö_#	ö_d	ö_n	ö_r	ö_t	ú_e	ú_i	û_#	ü_r	ü_s	ÿ_n	ū_i	ŵ_#	ŵ_-	ŵ_i	ŵ_l	ŵ_n	ŵ_o	ŵ_r	ŵ_s	ŵ_u	ŷ_#	ŷ_n	ŷ_r
'	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
-	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
b	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
