Word,OccurTotal,OccurNum,Rating.Mean,Rating.SD,Frequency
humdinger,18,16,12.06,3.36,7
neuron,18,18,12.06,3.65,7
quarterfinal,18,18,12.06,3.13,7
quickstep,18,16,12.06,3.43,7
gunrunner,18,17,12.06,3.11,6
phosphorescent,19,18,12.06,4.43,6
sunlamp,21,18,12.06,4.04,6
bluffer,21,18,12.06,3.28,5
predictability,18,18,12.06,2.24,5
crested,19,18,12.06,3.86,5
incineration,19,18,12.06,5.07,5
maintainer,18,16,12.06,3.62,5
preceptor,18,16,12.06,3.8,5
perceptible,18,18,12.06,2.41,4
privateer,20,17,12.06,3.38,4
upslope,20,18,12.06,4.32,4
aftereffect,18,17,12.06,2.38,3
cavort,22,16,12.06,2.59,3
statuary,19,17,12.06,3.05,3
desolated,18,18,12.06,2.15,3
rhythmical,20,18,12.06,2.88,3
abrasiveness,18,18,12.06,3.89,2
arrestee,19,17,12.06,2.79,2
maximal,18,16,12.06,4.19,2
tramway,20,17,12.06,3.58,2
bullheadedness,19,18,12.06,4.57,2
hotbox,19,17,12.06,4.35,2
unsponsored,18,17,12.06,2.75,2
ordinariness,19,18,12.06,4.12,1
sauciness,18,18,12.06,3.26,1
sideband,20,16,12.06,4.73,1
nonbinding,18,17,12.06,3.25,1
elusion,20,16,12.06,2.64,1
harmonizer,19,18,12.06,4.86,1
inflictor,20,17,12.06,2.51,1
pertinence,21,18,12.06,2.69,1
pliability,18,18,12.06,2.55,1
drake,18,14,12.07,4.12,304
privy,18,14,12.07,3.43,76
remiss,19,15,12.07,3.59,35
resin,18,15,12.07,2.79,30
snafu,18,15,12.07,3.63,27
roadster,18,14,12.07,4.67,18
capacitor,18,15,12.07,3.67,14
indelible,19,15,12.07,4.25,14
tonnage,19,15,12.07,3.67,13
ziti,18,14,12.07,5.06,13
hoofer,19,14,12.07,4.18,12
mirth,19,15,12.07,3.47,11
falsity,19,14,12.07,4.23,7
roguish,18,14,12.07,3.95,7
amperage,19,15,12.07,3.39,5
rollicking,18,14,12.07,4.29,5
terrycloth,18,15,12.07,3.97,5
profusion,19,15,12.07,3.06,5
contending,18,15,12.07,2.66,4
covetous,18,14,12.07,4.18,4
astronautics,18,15,12.07,2.87,3
woolgathering,18,15,12.07,3.75,3
consecration,18,14,12.07,3.54,2
refractive,18,15,12.07,3.17,2
laze,18,15,12.07,4.51,2
inexpert,18,15,12.07,3.56,1
repower,18,15,12.07,3.41,1
dapper,19,13,12.08,2.63,28
concentric,18,13,12.08,2.63,14
natty,19,12,12.08,3.03,12
biddy,19,12,12.08,3.82,12
jigger,19,13,12.08,3.57,10
wherewithal,19,12,12.08,4.08,7
mastiff,20,13,12.08,3.95,6
coffer,18,13,12.08,3.93,5
putrefy,19,13,12.08,3.64,2
hollyhock,20,12,12.08,4.89,2
miscellany,18,12,12.08,2.84,2
rumination,18,12,12.08,3.03,1
bluesy,18,13,12.08,4.44,1
deaconess,20,13,12.08,4.35,1
gladiola,20,13,12.08,4.19,1
pepperbox,21,12,12.08,4.17,1
highfalutin,18,11,12.09,5.11,14
skycap,18,11,12.09,4.25,7
songstress,18,11,12.09,3.48,4
chairlift,22,22,12.09,3.45,3
drabble,19,11,12.09,4.13,1
convention,21,21,12.1,4,629
brandy,21,21,12.1,3.19,567
kung,19,10,12.1,3.6,268
propaganda,20,20,12.1,3.86,159
virtuous,20,20,12.1,4.77,88
axis,20,20,12.1,2.71,81
sensual,21,21,12.1,2.62,77
underlying,20,20,12.1,2.65,64
workup,35,29,12.1,3.22,49
vantage,20,20,12.1,2.51,39
defuse,21,21,12.1,3.66,38
revoke,20,20,12.1,3.09,37
familiarity,20,20,12.1,2.47,34
coed,20,20,12.1,3.01,30
dismissive,21,21,12.1,2.61,23
snub,21,20,12.1,3.64,20
empower,22,21,12.1,3.42,16
salvageable,20,20,12.1,3.4,13
expansive,20,20,12.1,3.39,12
itemized,20,20,12.1,4.1,12
counterbalance,20,20,12.1,2.4,11
unblemished,21,20,12.1,3.06,11
quash,18,10,12.1,4.09,11
credential,21,20,12.1,2.81,5
desirability,21,20,12.1,2.1,5
wholehearted,21,20,12.1,3.06,4
attentiveness,20,20,12.1,4.29,3
limitlessness,22,21,12.1,2.59,1
bluepoint,19,10,12.1,3.78,1
reverend,19,18,12.11,3.14,963
insecure,19,19,12.11,3.65,207
addiction,18,18,12.11,4.2,199
radioactive,19,18,12.11,4.3,163
closure,19,19,12.11,4.48,158
yahoo,18,18,12.11,4.16,149
amp,19,19,12.11,2.42,93
disperse,19,19,12.11,2.73,91
prude,19,19,12.11,2.54,70
manic,19,19,12.11,3.45,70
conservatory,18,18,12.11,2.95,69
standpoint,18,18,12.11,4.61,68
catastrophic,19,19,12.11,2.98,65
implement,19,19,12.11,2.4,63
excrement,19,18,12.11,2.22,62
tweed,19,18,12.11,4.55,61
stateside,19,18,12.11,3.86,60
authenticity,18,18,12.11,2.97,59
elective,19,19,12.11,1.94,52
nostalgic,18,18,12.11,3.58,51
exorcist,19,19,12.11,2.85,50
dictation,18,18,12.11,2.74,48
brisket,21,18,12.11,4.57,47
travesty,18,18,12.11,2.61,46
avail,18,18,12.11,3.2,43
tampon,19,19,12.11,2.31,34
circumcision,19,19,12.11,3.59,34
tuberculosis,18,18,12.11,2.65,32
monogrammed,19,18,12.11,3.43,30
systematic,18,18,12.11,2.87,30
unforeseen,18,18,12.11,2.97,29
proficient,18,18,12.11,2.74,29
scaffold,18,18,12.11,3.07,28
incantation,20,19,12.11,2.85,28
halibut,22,18,12.11,3.8,26
euphoria,19,19,12.11,3.56,25
alcove,20,19,12.11,3.77,24
acclaim,18,18,12.11,3.76,22
culmination,20,19,12.11,2.75,21
repress,18,18,12.11,2.89,19
dilute,19,19,12.11,3.14,19
neutrality,19,18,12.11,4.6,17
condensation,19,19,12.11,3.03,17
lethargic,20,19,12.11,1.94,16
crux,19,18,12.11,3.68,15
formative,19,19,12.11,2.64,15
disinherit,20,19,12.11,2.54,14
figurehead,19,19,12.11,3.84,14
marketable,19,19,12.11,4.31,14
torturous,19,18,12.11,2.03,13
familial,20,19,12.11,2.88,13
burnout,19,19,12.11,3.83,12
stylized,19,19,12.11,3.43,12
purist,19,19,12.11,2.94,11
salesmanship,18,18,12.11,3.91,11
chaw,21,9,12.11,5.71,10
ensue,20,18,12.11,2.99,10
jetsam,18,9,12.11,4.73,9
bailer,21,18,12.11,4.21,9
listless,19,19,12.11,3.7,9
naturalized,19,19,12.11,2.75,9
ceaseless,20,18,12.11,3.1,8
repulsion,18,18,12.11,3.77,8
unsuspected,18,18,12.11,3.64,8
holograph,19,18,12.11,4.99,7
claxon,18,9,12.11,4.31,7
duplication,19,19,12.11,2.79,7
facelift,18,18,12.11,3.05,7
asymmetrical,19,18,12.11,3.82,6
blunderbuss,20,9,12.11,4.23,6
misconstrue,20,19,12.11,4.09,5
counterfeiter,18,18,12.11,3.31,5
profiteer,19,18,12.11,3.46,4
conman,18,18,12.11,4.16,4
reanimate,20,19,12.11,3.14,4
secede,21,19,12.11,2.64,4
redevelop,19,19,12.11,2.16,3
entombment,19,19,12.11,3.48,3
trapezoid,19,19,12.11,3.2,3
worldliness,18,18,12.11,4.3,3
ghostwriter,19,19,12.11,3.31,3
hellhound,19,18,12.11,4.42,3
eyestrain,19,19,12.11,4.56,2
persuasiveness,19,19,12.11,3.91,2
deodorizer,18,18,12.11,3.41,2
ripeness,19,19,12.11,4.33,2
trendiness,19,19,12.11,3.31,2
unwedded,18,18,12.11,3.25,2
xylophonist,21,19,12.11,4.63,2
citric,19,18,12.11,2.65,2
harpist,19,18,12.11,3.2,2
unexpurgated,18,9,12.11,2.47,2
unspecific,19,19,12.11,3.49,2
nonvoting,19,18,12.11,2.81,1
misidentify,19,19,12.11,3.77,1
unventilated,19,18,12.11,1.88,1
antimony,18,9,12.11,3.62,1
combativeness,19,19,12.11,3.56,1
demineralization,22,19,12.11,3.43,1
legalization,19,19,12.11,2.94,1
loggerheaded,19,9,12.11,4.62,1
repopulation,19,18,12.11,4.09,1
undistorted,19,18,12.11,3.14,1
unobvious,19,18,12.11,2.87,1
unthrifty,19,18,12.11,4.32,1
extendable,18,18,12.11,3.03,1
linesman,18,18,12.11,3.58,1
visitant,18,9,12.11,3.48,1
incompetency,19,19,12.11,3.25,1
simplification,19,19,12.11,3.03,1
secretaryship,18,9,12.11,2.62,0.5
manuscript,18,17,12.12,3.1,137
boomer,19,16,12.12,4.27,124
understudy,19,17,12.12,3.9,98
farce,18,16,12.12,2.99,89
tyranny,18,17,12.12,3.02,82
microfilm,19,17,12.12,3.33,67
insubordination,18,16,12.12,3.84,64
inquisitive,18,17,12.12,4,51
atone,18,17,12.12,4.54,43
trimester,18,17,12.12,3.02,43
ingrate,20,17,12.12,3.74,38
elemental,19,17,12.12,3.9,34
tibia,18,16,12.12,2.99,32
kale,18,17,12.12,4.86,28
mezzanine,20,16,12.12,3.91,23
coercion,21,17,12.12,3.33,22
infusion,18,17,12.12,2.2,18
fruition,19,16,12.12,3.44,17
shiftless,19,17,12.12,2.87,17
fallible,19,16,12.12,2.42,12
ambivalent,18,17,12.12,2.67,12
epidermal,18,17,12.12,3.02,10
gingham,20,16,12.12,3.77,9
epoxy,19,16,12.12,2.92,9
hydroxide,19,17,12.12,2.45,8
telephonic,19,17,12.12,3.71,8
scalawag,19,17,12.12,3.28,6
monosyllabic,18,17,12.12,3.87,5
homebrew,18,17,12.12,4.34,5
unbowed,20,17,12.12,2.8,5
chancery,19,8,12.12,2.53,4
showcasing,18,17,12.12,3.33,4
barebacked,18,17,12.12,4.26,4
companionable,18,16,12.12,3.2,4
disposer,18,16,12.12,3.88,4
stagnate,18,17,12.12,3.26,4
supertanker,19,16,12.12,5.57,3
thumbscrew,20,16,12.12,3.14,3
overdramatize,18,17,12.12,2.91,3
embraceable,18,17,12.12,2.2,2
braw,21,8,12.12,4.29,2
hesitancy,19,16,12.12,3.12,2
enrapture,18,16,12.12,3.96,1
gabbler,19,8,12.12,3.98,1
perfectible,21,17,12.12,3.1,1
precautious,18,17,12.12,2.87,1
softwood,19,16,12.12,3.74,1
plumy,19,8,12.12,4.91,0.5
adder,18,15,12.13,4.87,73
cumulus,19,15,12.13,3.2,15
witching,18,15,12.13,3.18,14
nightspot,18,15,12.13,2.9,9
gasworks,18,15,12.13,4.5,7
couth,18,15,12.13,4.91,7
rollout,18,15,12.13,3.66,5
misdeal,19,15,12.13,3.94,5
primus,19,15,12.13,2.1,4
keratin,19,15,12.13,2.85,2
aggress,19,15,12.13,3.25,2
refract,18,15,12.13,3.36,2
unconsecrated,19,15,12.13,4.16,2
daunt,19,15,12.13,2.36,2
moneyman,18,15,12.13,2.7,2
bristly,20,15,12.13,4.29,1
badass,21,21,12.14,3.73,75
choreography,22,21,12.14,4.04,45
incendiary,21,14,12.14,3.03,37
tsar,19,14,12.14,2.54,19
ire,18,14,12.14,3.55,14
unpredictability,21,21,12.14,3.84,9
abhorrent,18,14,12.14,4.24,9
curst,18,7,12.14,2.27,7
narwhal,18,14,12.14,4,6
lanyard,19,14,12.14,4.97,4
shrift,18,7,12.14,2.73,4
boor,18,14,12.14,3.92,3
participle,18,14,12.14,4.13,3
crossbreed,22,22,12.14,2.92,2
amice,18,7,12.14,2.67,1
faithlessness,37,35,12.14,2.83,1
suspensor,20,14,12.14,4.5,1
flank,20,20,12.15,3.56,236
ultrasound,20,20,12.15,3.91,125
composite,20,20,12.15,2.8,64
courtship,20,20,12.15,2.87,59
intoxicating,20,20,12.15,2.08,49
imposition,20,20,12.15,3.38,39
emancipation,20,20,12.15,2.13,24
yokel,19,13,12.15,3.18,16
interracial,20,20,12.15,2.72,13
indecency,20,20,12.15,4.13,13
banns,20,13,12.15,3.21,7
gussy,18,13,12.15,5.46,6
conjurer,22,20,12.15,2.39,5
abet,18,13,12.15,3.31,5
unfurl,19,13,12.15,4.1,4
electroconvulsive,19,13,12.15,4.93,4
threshing,19,13,12.15,2.7,3
deerstalker,19,13,12.15,5.49,2
monoplane,19,13,12.15,4.06,2
cogwheel,18,13,12.15,2.85,2
seaquake,19,13,12.15,2.91,1
liquidness,18,13,12.15,3.93,1
poesy,19,13,12.15,4.56,0.5
passport,19,19,12.16,3.29,534
cocaine,19,19,12.16,2.43,421
manifest,19,19,12.16,3.02,188
marrow,19,19,12.16,3.98,151
turbo,19,19,12.16,4.84,148
clause,19,19,12.16,3.52,143
controversial,19,19,12.16,2.46,109
negligence,19,19,12.16,2.54,91
venue,19,19,12.16,3,73
entrepreneur,19,19,12.16,2.01,55
covet,19,19,12.16,3.91,48
denounce,19,19,12.16,3.22,44
complexity,19,19,12.16,2.95,41
inanimate,19,19,12.16,2.71,38
compulsory,19,19,12.16,3.29,37
hasten,19,19,12.16,2.09,37
stimulant,19,19,12.16,3.62,26
accountability,19,19,12.16,3.3,24
stratosphere,19,19,12.16,2.34,24
pothead,19,19,12.16,3.24,21
detrimental,19,19,12.16,3.69,19
electroshock,19,19,12.16,3.69,19
nonchalant,19,19,12.16,2.48,19
tangent,19,19,12.16,2.24,19
luster,19,19,12.16,3.95,16
shackle,19,19,12.16,3.11,16
sultry,19,19,12.16,2.48,14
endearment,20,19,12.16,3.1,14
scant,20,19,12.16,4.07,12
creditor,19,19,12.16,3.25,7
incompatibility,19,19,12.16,3.83,7
analogue,19,19,12.16,3.06,5
uncommunicative,19,19,12.16,3.67,5
customize,19,19,12.16,3.04,4
reissue,19,19,12.16,3.1,4
cursor,19,19,12.16,5.77,3
nonpaid,19,19,12.16,3.89,2
steppingstone,19,19,12.16,4.07,1
nonattendance,19,19,12.16,2.27,1
charbroil,20,19,12.16,4.19,1
outpour,19,19,12.16,4.5,1
lowerclassmen,19,19,12.16,2.5,1
visa,18,18,12.17,3.75,216
federation,18,18,12.17,2.6,197
steward,20,18,12.17,2.5,140
fore,21,18,12.17,3.99,135
enlighten,18,18,12.17,2.75,108
trifle,19,18,12.17,4.41,107
frisky,18,18,12.17,3.85,86
ruse,20,18,12.17,3.17,85
jackal,19,18,12.17,3.82,81
optimism,18,18,12.17,3.19,79
retract,18,18,12.17,2.85,74
visionary,18,18,12.17,3.19,66
queue,19,18,12.17,3.38,60
kingpin,21,18,12.17,3.55,51
swoon,19,18,12.17,2.33,31
bigot,18,18,12.17,2.41,31
decadence,18,18,12.17,3.07,29
unqualified,18,18,12.17,3.31,27
transgression,20,18,12.17,4.13,25
node,18,18,12.17,4.36,25
sentimentality,19,18,12.17,3.2,24
virginal,21,18,12.17,1.95,24
disembodied,19,18,12.17,2.85,21
letterhead,18,18,12.17,3.13,21
rationale,20,18,12.17,2.26,19
incidence,19,18,12.17,3.35,18
voracious,19,18,12.17,2.66,17
nom,18,12,12.17,6.41,17
heckle,18,18,12.17,4.02,16
vinaigrette,34,29,12.17,3.84,14
varicose,21,18,12.17,3.62,14
lewdness,18,18,12.17,4.13,10
habitable,19,18,12.17,2.53,10
reformation,18,18,12.17,3.09,10
nondescript,19,18,12.17,3.2,10
frumpy,19,18,12.17,3.03,9
spherical,19,18,12.17,3.49,9
microorganism,18,18,12.17,2.26,7
ecru,18,12,12.17,4.04,7
gayness,19,18,12.17,4.3,6
peasantry,19,18,12.17,2.6,5
reevaluation,18,18,12.17,4.02,5
retool,18,18,12.17,3.54,5
triumphal,19,18,12.17,3,4
imager,19,18,12.17,4.58,4
grafter,19,12,12.17,2.44,3
mismanage,18,18,12.17,2.15,3
collywobbles,18,6,12.17,4.07,2
betroth,18,12,12.17,3.07,2
nudism,18,18,12.17,4.46,2
gristmill,20,12,12.17,6.16,2
reinvigorate,19,18,12.17,3.54,2
reproducible,19,18,12.17,2.01,2
thunderstruck,20,18,12.17,3.6,2
undercharged,18,18,12.17,3.33,2
computerize,18,18,12.17,3.26,1
conjugation,18,18,12.17,3.47,1
noncombustible,18,18,12.17,3.62,1
overexpose,18,18,12.17,3.09,1
recirculation,19,18,12.17,3.75,1
disembody,21,18,12.17,3.42,1
greenback,19,18,12.17,3.91,1
lathery,19,12,12.17,5.49,1
entrainment,19,12,12.17,5.04,1
testosterone,18,17,12.18,2.04,83
atheist,22,22,12.18,3.46,55
floozy,18,17,12.18,3.03,39
houseboy,20,17,12.18,4.03,36
cherub,19,17,12.18,3.96,31
strenuous,18,17,12.18,2.32,30
briny,19,11,12.18,3.92,30
burg,18,11,12.18,2.56,28
parasol,19,17,12.18,3.15,26
groundwork,22,22,12.18,3.25,23
trowel,18,17,12.18,3.94,14
barometric,19,17,12.18,2.74,12
cognizant,18,17,12.18,4.1,11
inclusion,18,17,12.18,4.86,10
headhunter,19,17,12.18,4.39,9
imprecise,19,17,12.18,2.81,8
chairlady,19,17,12.18,3.64,7
pumice,18,17,12.18,3.54,7
supplication,18,17,12.18,4.56,6
banknote,19,17,12.18,3.54,6
untiring,19,17,12.18,2.86,6
slacken,19,17,12.18,3,5
computation,18,17,12.18,3.41,4
railhead,18,11,12.18,2.44,3
pyrite,20,17,12.18,2.9,2
receptivity,18,17,12.18,2.48,1
unhindered,18,17,12.18,2.86,1
ghostwrite,20,17,12.18,2.43,1
candelabrum,19,11,12.18,2.75,1
skywriter,19,17,12.18,5.04,1
cashbook,20,17,12.18,3.17,1
impaction,18,17,12.18,3.75,1
triad,19,16,12.19,3.51,175
chaplain,19,16,12.19,3.1,116
caterer,18,16,12.19,2.71,106
neural,19,16,12.19,2.9,100
dubious,18,16,12.19,3.37,73
concierge,19,16,12.19,3.78,73
unorthodox,18,16,12.19,2.61,72
lewd,18,16,12.19,2.79,65
brazen,18,16,12.19,3.25,60
incinerator,21,21,12.19,3.3,38
devoid,18,16,12.19,4.02,36
cahoots,19,16,12.19,3.08,32
macadamia,19,16,12.19,5.17,31
motley,18,16,12.19,2.79,26
rousing,18,16,12.19,3.75,25
beltway,19,16,12.19,2.9,13
emanate,18,16,12.19,2.99,12
subhuman,18,16,12.19,2.9,11
permanence,18,16,12.19,4.46,11
flail,22,16,12.19,3.45,9
importation,18,16,12.19,4.32,4
reparative,19,16,12.19,4.29,4
clansman,18,16,12.19,3.85,3
contestation,20,16,12.19,1.83,2
soldiery,19,16,12.19,4.26,2
devaluate,20,16,12.19,3.89,1
monarchist,18,16,12.19,2.61,1
unsheathe,19,16,12.19,2.64,1
changelessness,18,16,12.19,2.74,1
irreducible,19,16,12.19,4,1
unwearied,19,16,12.19,4.25,1
rankness,19,16,12.19,2.99,1
slightness,18,16,12.19,3.25,1
dockhand,19,16,12.19,2.32,0.5
spectrum,20,20,12.2,3.19,110
summons,20,20,12.2,4.26,81
lode,18,15,12.2,4.77,41
liposuction,20,20,12.2,4.29,40
chassis,18,15,12.2,2.98,33
hemlock,19,15,12.2,3.59,32
fauna,19,15,12.2,2.78,27
temptress,20,20,12.2,2.55,23
proficiency,20,20,12.2,2.91,21
telemarketer,20,20,12.2,4.55,10
cyclic,18,15,12.2,3.17,9
byway,21,15,12.2,3.41,7
tittle,18,15,12.2,4.6,6
prepay,20,20,12.2,2.89,6
brakeman,19,15,12.2,3.45,5
disused,18,15,12.2,3.08,5
quarterstaff,19,15,12.2,2.96,3
hominoid,18,10,12.2,2.3,2
tinderbox,18,15,12.2,3.76,2
propound,18,10,12.2,2.44,2
strongpoint,19,15,12.2,2.57,2
connive,18,15,12.2,4.09,2
designator,20,20,12.2,2.48,2
stagy,19,10,12.2,2.86,2
counterpuncher,18,15,12.2,3.91,1
railbird,18,10,12.2,3.26,1
chinwag,20,5,12.2,3.35,1
declaim,18,15,12.2,3.88,1
enplane,19,10,12.2,3.05,1
portability,20,20,12.2,2.57,1
hereupon,19,15,12.2,3.69,0.5
software,19,19,12.21,5.04,430
diplomatic,19,19,12.21,3.07,256
abort,19,19,12.21,3.33,235
playboy,19,19,12.21,2.53,216
ignition,19,19,12.21,3.19,212
appalling,20,19,12.21,2.95,99
provocative,19,19,12.21,2.84,82
respiration,19,19,12.21,2.2,63
masturbate,19,19,12.21,2.72,62
proprietor,19,19,12.21,4.42,60
philistine,19,19,12.21,4.48,48
overlay,19,19,12.21,3.66,31
chitlins,19,14,12.21,5.79,24
ingest,19,19,12.21,4.63,23
transitional,20,19,12.21,2.35,23
astonish,20,19,12.21,3.33,23
elude,21,19,12.21,3.26,21
obligatory,20,19,12.21,3.63,21
lustful,19,19,12.21,2.07,20
barrelhead,19,14,12.21,4.04,16
rebate,20,19,12.21,2.76,16
jailbait,20,19,12.21,3.61,14
opportunistic,19,19,12.21,3.65,14
indistinguishable,19,19,12.21,2.66,14
ingratitude,19,19,12.21,3.46,14
monopolize,19,19,12.21,2.92,14
sunspot,19,19,12.21,2.15,13
chairmanship,19,19,12.21,3.28,11
terrestrial,20,19,12.21,2.84,11
finagle,19,14,12.21,2.26,10
handbill,18,14,12.21,3.49,10
instinctual,19,19,12.21,4.06,10
bushwhack,19,19,12.21,4.42,10
emancipate,19,19,12.21,3.63,8
embezzle,19,19,12.21,3.36,8
immediacy,19,19,12.21,3.21,8
taxidermy,20,19,12.21,3.28,8
recoverable,19,19,12.21,4.14,5
hotplate,19,19,12.21,3.75,5
disenchantment,19,19,12.21,3.07,4
hypothesize,19,19,12.21,3.61,4
nonfunctional,19,19,12.21,4.38,4
disorient,21,19,12.21,3.07,4
dovetail,20,19,12.21,3.19,4
imminence,20,19,12.21,2.8,4
knickerbockers,18,14,12.21,3.29,4
thousandfold,21,19,12.21,3.34,3
underscore,20,19,12.21,4.17,3
fluster,19,19,12.21,3.29,3
trendsetting,19,19,12.21,3.44,2
allergist,19,19,12.21,3.46,2
insole,19,14,12.21,3.68,2
songster,19,14,12.21,2.42,2
enliven,18,14,12.21,3.09,1
exclamatory,19,19,12.21,2.42,1
northeasterly,20,19,12.21,3.78,1
incommunicative,19,19,12.21,3.71,1
whore,18,18,12.22,3.35,1076
alpha,18,18,12.22,3.87,414
lust,18,18,12.22,2.76,284
screenplay,18,18,12.22,3.1,133
bimbo,18,18,12.22,2.88,107
mockery,18,18,12.22,3.9,94
prestigious,19,18,12.22,3.23,90
heterosexual,18,18,12.22,2.84,88
administrator,18,18,12.22,3.15,84
ravishing,18,18,12.22,2.58,79
oppression,18,18,12.22,3.02,76
muster,18,18,12.22,3.21,76
endorsement,18,18,12.22,2.07,71
winch,19,18,12.22,3.21,69
postmortem,18,18,12.22,2.13,67
tier,18,18,12.22,3.69,54
implication,18,18,12.22,3.04,48
surname,18,18,12.22,3.84,48
chloride,18,18,12.22,2.88,46
innermost,18,18,12.22,3.49,37
fraught,18,18,12.22,3.02,35
inhabit,19,18,12.22,3.93,33
glutton,18,18,12.22,2.49,31
affinity,18,18,12.22,2.96,29
camaraderie,18,18,12.22,2.53,27
adobe,19,18,12.22,3.59,24
abrasive,18,18,12.22,4.02,23
leniency,18,18,12.22,4.29,22
gangplank,18,9,12.22,5.85,20
hypochondriac,18,18,12.22,3.35,20
preside,20,18,12.22,1.96,17
strongbox,19,18,12.22,4.11,16
rationalization,18,18,12.22,2.51,15
logbook,18,18,12.22,2.56,15
linguine,20,18,12.22,4.7,13
adulteress,18,18,12.22,3.23,13
mooring,19,9,12.22,2.82,13
stressor,18,18,12.22,4.08,13
dingle,18,9,12.22,5.43,12
fluctuate,18,18,12.22,2.67,11
behemoth,18,18,12.22,4.48,10
irrepressible,18,18,12.22,2.32,10
iconic,19,18,12.22,2.9,10
unemployable,18,18,12.22,3.32,9
adherence,18,18,12.22,3.26,9
airstream,18,18,12.22,3.49,8
incandescence,19,18,12.22,2.51,7
rejuvenated,18,18,12.22,2.18,7
impalement,18,18,12.22,2.82,6
pathfinder,19,18,12.22,4.86,6
amethyst,18,18,12.22,4.73,6
uncommitted,18,18,12.22,3.26,6
mimeo,20,9,12.22,4.15,4
stupefy,18,18,12.22,4.1,4
contaminant,18,18,12.22,2.86,3
exhalation,18,18,12.22,3.67,3
nonexclusive,18,18,12.22,3.49,3
resiliency,21,18,12.22,2.49,3
unfertilized,18,18,12.22,2.98,2
motile,18,9,12.22,4.66,2
oversimplification,19,18,12.22,3.57,2
mettlesome,19,18,12.22,3.69,1
crosshatch,19,18,12.22,3.93,1
revalue,18,18,12.22,2.78,1
scurf,19,9,12.22,5.63,1
intolerable,22,22,12.23,2.58,69
abalone,18,13,12.23,3.54,26
nether,18,13,12.23,2.71,20
supposition,19,13,12.23,3.49,16
guilder,18,13,12.23,2.31,14
ironworks,18,13,12.23,2.09,8
divination,18,13,12.23,4.02,5
gloaming,18,13,12.23,4.48,4
unanimity,21,13,12.23,3.24,2
subhead,18,13,12.23,3.09,1
gorger,19,13,12.23,3.56,1
paramedical,18,13,12.23,5.72,1
featherbrain,18,13,12.23,4.25,1
disposition,21,21,12.24,3.24,110
successor,21,21,12.24,3.92,85
granite,18,17,12.24,3.65,81
profiler,18,17,12.24,3.47,50
hindsight,18,17,12.24,2.7,46
foursome,21,21,12.24,3.33,33
minibus,19,17,12.24,4.76,28
mull,19,17,12.24,2.73,24
rehash,18,17,12.24,3.19,21
heady,22,17,12.24,3.72,20
deter,18,17,12.24,2.75,20
foreseeable,18,17,12.24,2.82,19
affirm,18,17,12.24,2.22,17
stiletto,18,17,12.24,3.29,17
damnable,20,17,12.24,3.25,15
assertion,18,17,12.24,4.42,14
operatic,18,17,12.24,2.05,14
melee,19,17,12.24,3.77,14
hanker,20,17,12.24,4.12,11
underwrite,19,17,12.24,2.91,11
ferocity,20,17,12.24,3.23,10
guardroom,21,21,12.24,3.3,10
intonation,21,17,12.24,3.23,10
inducer,19,17,12.24,4.12,8
dignitary,18,17,12.24,2.73,6
enunciation,18,17,12.24,4.44,5
assail,18,17,12.24,2.31,5
circumcise,22,21,12.24,3.75,4
debark,18,17,12.24,4.07,3
inductor,18,17,12.24,2.86,3
factoid,19,17,12.24,3.67,3
unpromising,21,21,12.24,3.28,3
immobility,21,21,12.24,3.13,2
plagiarize,21,21,12.24,3.39,2
wolfish,21,17,12.24,5.01,2
misapplication,18,17,12.24,3.38,1
rechristen,19,17,12.24,4.53,1
sandblaster,21,21,12.24,4.82,1
inheritable,18,17,12.24,3.05,1
semester,20,20,12.25,2.34,354
marketing,20,20,12.25,3.11,243
shaman,18,16,12.25,2.24,128
carcass,20,20,12.25,2.75,79
pornographic,20,20,12.25,2.49,78
uncertainty,20,20,12.25,3.23,69
architectural,20,20,12.25,2.2,65
condone,20,20,12.25,3.35,59
ensemble,20,20,12.25,2.61,57
choreographer,20,20,12.25,2.77,53
mobilize,20,20,12.25,3.97,52
versatile,20,20,12.25,3.08,48
coveted,20,20,12.25,2.9,39
gallantry,18,12,12.25,3.84,31
gaiety,19,16,12.25,2.93,23
prattle,20,12,12.25,4.37,19
debonair,20,16,12.25,4.77,17
downtrodden,18,16,12.25,3.94,16
gramophone,18,12,12.25,4.16,16
mange,18,16,12.25,3.64,11
pilaf,18,16,12.25,3.73,10
foundling,20,16,12.25,3.64,9
brownnose,18,16,12.25,3.86,7
cohesive,18,16,12.25,1.95,7
accession,20,16,12.25,3.09,6
mica,19,12,12.25,3.93,6
furl,18,16,12.25,4.23,6
carbonation,18,16,12.25,3.09,5
feedlot,19,16,12.25,5.08,5
leaden,19,12,12.25,3.65,5
gunnel,21,4,12.25,4.19,5
dunghill,19,16,12.25,4.84,4
storied,19,16,12.25,4.75,4
baronial,18,8,12.25,5.01,3
miserly,18,16,12.25,3.34,3
hoaxer,19,16,12.25,4.99,3
spokeswoman,20,20,12.25,2.71,3
celebrant,18,16,12.25,4.04,3
terrazzo,18,4,12.25,7.32,2
thwack,18,16,12.25,3.91,2
introspect,19,16,12.25,2.77,1
festiveness,18,16,12.25,4.27,1
expulsive,19,16,12.25,2.91,1
folkloric,19,16,12.25,3.59,1
reconcilement,19,16,12.25,3.79,1
explicable,18,16,12.25,3.15,1
nubby,19,12,12.25,3.74,1
