Word,OccurTotal,OccurNum,Rating.Mean,Rating.SD,Frequency
momma,19,19,1.58,0.69,412
mama,19,19,1.89,1.29,5289
bantling,21,1,2,NA,0.5
mom,18,18,2.22,1.22,21950
potty,18,18,2.28,0.83,86
water,19,19,2.37,0.76,11478
wet,19,19,2.47,1.35,2000
mommy,20,20,2.5,1.5,3617
spoon,18,18,2.5,0.79,388
nap,19,19,2.53,0.77,645
daddy,18,18,2.56,1.29,9439
dad,19,19,2.58,1.17,25870
grandma,19,19,2.58,1.3,2325
hug,19,19,2.58,0.96,986
shoe,1923,1923,2.6,1.19,1550
count,18,18,2.61,0.98,4588
mother,19,19,2.63,1.07,24476
happy,18,18,2.72,1.6,16993
hand,19,19,2.74,1.24,14262
carrot,19,19,2.74,1.28,195
eat,18,18,2.78,1.48,12846
cry,18,18,2.78,1.66,3348
snack,18,18,2.78,1.22,466
bad,19,19,2.79,1.27,27804
sleep,19,19,2.79,1.03,11625
dog,20,20,2.8,1.2,9835
jump,19,19,2.84,1.3,3561
birthday,20,20,2.85,0.99,4958
stop,18,18,2.89,1.6,36071
big,18,18,2.89,1.08,34824
ask,19,19,2.89,1.37,24640
bed,19,19,2.89,1.41,9543
animal,19,19,2.89,1.41,2320
ball,21,21,2.9,1.22,5353
sock,18,18,2.94,1.39,458
nose,20,20,2.95,1.15,3557
bathroom,19,19,3,1.41,3145
neck,19,19,3,1.25,3035
leg,18,18,3,1.5,2882
toy,19,19,3,1.15,859
toe,20,20,3,1.08,647
door,20,20,3.05,1.15,14895
fly,19,19,3.05,1.18,4335
papa,22,22,3.05,1.5,2172
see,18,18,3.06,1.43,130393
grandpa,18,18,3.06,1.83,1661
man,19,19,3.11,1.24,94133
clothes,18,18,3.11,1.41,5158
flower,19,19,3.11,1.24,1161
cartoon,18,18,3.11,1.32,192
grandmamma,19,19,3.11,1.88,10
lap,20,20,3.15,1.18,687
house,19,19,3.16,1.07,26214
get,18,18,3.17,1.29,233772
hair,18,18,3.17,1.76,7831
soap,18,18,3.17,1.1,775
yellow,20,20,3.2,1.32,1724
crayon,20,20,3.2,1.47,21
pinkie,19,19,3.21,1.4,85
small,18,18,3.22,1.52,6373
rock,18,18,3.22,1.17,4394
towel,18,18,3.22,1.06,722
bathtub,18,18,3.22,1.35,311
bath,1934,1934,3.23,1.56,1587
sad,21,21,3.24,2.21,3232
fire,20,20,3.25,1.16,10990
food,20,20,3.25,1.21,7876
drop,19,19,3.26,1.33,6661
arm,19,19,3.26,1.56,3336
chicken,19,19,3.26,1.73,3148
cake,19,19,3.26,2.28,2298
orange,19,19,3.26,1.15,1138
puppy,18,18,3.28,1.13,584
come,19,19,3.32,1.42,160190
hat,18,18,3.33,1.14,3273
chocolate,18,18,3.33,1.14,1499
toothpaste,18,18,3.33,1.46,160
underpants,20,20,3.35,1.46,150
go,19,19,3.37,1.46,193445
car,19,19,3.37,1.95,24636
hot,19,19,3.37,1.77,9682
milk,19,19,3.37,1.42,2169
cookie,19,19,3.37,1.86,852
sleepy,19,19,3.37,1.89,437
family,21,21,3.38,1.43,18067
backyard,21,21,3.38,1.88,369
sun,20,20,3.4,1.64,3553
clap,20,20,3.4,1.73,241
diaper,21,20,3.4,1.82,218
say,19,19,3.42,1.07,83629
head,19,19,3.42,1.02,18947
bean,19,19,3.42,1.12,349
yummy,19,19,3.42,1.68,228
chair,21,21,3.43,1.33,2511
finger,21,21,3.43,2.2,1870
spider,21,21,3.43,1.54,515
sorry,18,18,3.44,1.89,59566
try,18,18,3.44,2.15,24314
foot,18,18,3.44,1.38,3311
noodle,18,18,3.44,1.98,148
oink,19,18,3.44,1.85,55
walk,20,20,3.45,2.04,11009
sit,19,19,3.47,2.25,15879
drink,19,19,3.47,1.31,12617
sing,19,19,3.47,1.31,4977
breakfast,19,19,3.47,1.81,3381
hill,19,19,3.47,1.47,1915
pillow,19,19,3.47,1.35,581
snowman,19,19,3.47,0.9,97
day,18,18,3.5,1.58,40893
duck,20,20,3.5,1.64,1263
coloring,18,18,3.5,1.25,92
smile,1930,1930,3.51,1.72,2958
people,21,21,3.52,1.6,56252
bird,21,21,3.52,1.66,2318
thanks,19,19,3.53,1.35,31789
blue,19,19,3.53,1.68,5222
shirt,19,19,3.53,1.12,2365
woof,19,19,3.53,1.87,141
moo,19,19,3.53,1.87,106
toilet,1934,1933,3.54,1.65,1474
good,20,20,3.55,1.61,133117
mad,20,20,3.55,1.5,5784
need,18,18,3.56,1.34,66040
speak,18,18,3.56,1.38,9546
black,18,18,3.56,1.92,8565
movie,18,18,3.56,1.54,6271
bottle,18,18,3.56,1.79,2588
friend,21,21,3.57,1.43,21384
tree,1923,1923,3.57,1.61,3315
cup,21,21,3.57,1.99,2634
mouth,19,19,3.58,1.43,5325
key,19,19,3.58,1.54,4430
bear,19,19,3.58,1.68,2928
coat,19,19,3.58,1.22,2146
bite,19,19,3.58,1.3,2080
bread,19,19,3.58,1.61,1445
reindeer,19,19,3.58,1.26,172
granddad,19,19,3.58,1.61,114
suppertime,19,19,3.58,1.02,31
do,20,20,3.6,1.6,312915
rain,20,20,3.6,1.27,2494
purple,20,20,3.6,1.47,629
night,18,18,3.61,1.88,44168
kiss,18,18,3.61,2.25,6179
lunch,18,18,3.61,1.69,5310
tooth,18,18,3.61,1.09,692
blanket,18,18,3.61,1.09,662
brother,19,19,3.63,1.54,14481
hungry,19,19,3.63,1.5,3931
ear,19,19,3.63,1.92,1632
fruit,19,19,3.63,1.71,1108
cloud,19,19,3.63,1.57,599
fork,19,19,3.63,1.86,450
kitten,22,22,3.64,1.14,241
help,20,20,3.65,1.79,46977
peekaboo,20,20,3.65,2.37,57
boy,18,18,3.67,1.88,27021
fun,18,18,3.67,0.97,12010
pie,18,18,3.67,1.64,1466
grandmother,21,21,3.67,1.28,1417
steps,18,18,3.67,1.41,1259
circle,18,18,3.67,0.91,1097
butterfly,18,18,3.67,2.14,281
splash,18,18,3.67,2.35,215
talk,19,19,3.68,1.73,43605
name,19,19,3.68,1.53,32735
lady,19,19,3.68,1.63,11071
sister,19,19,3.68,2.4,9207
book,19,19,3.68,1.8,9026
red,19,19,3.68,1.63,7551
cat,22,22,3.68,1.52,3383
kitchen,19,19,3.68,1.11,2974
doll,19,19,3.68,1.34,1263
doggy,19,19,3.68,1.73,225
tail,20,20,3.7,1.13,1219
have,18,18,3.72,1.96,314232
put,18,18,3.72,2.3,42251
old,18,18,3.72,1.36,31056
sound,18,18,3.72,1.53,7313
clown,18,18,3.72,1.93,807
rice,18,18,3.72,1.41,769
tummy,18,18,3.72,1.74,177
yogurt,18,18,3.72,2.44,116
nighttime,18,18,3.72,1.32,105
twirl,18,18,3.72,1.23,67
butt,22,22,3.73,1.86,1967
dark,19,19,3.74,1.37,4519
couch,19,19,3.74,1.85,1197
face,20,20,3.75,2.2,14747
lie,20,20,3.75,0.91,6133
eye,20,20,3.75,1.71,5701
zoo,20,20,3.75,1.12,696
son,18,18,3.78,1.26,20949
brush,18,18,3.78,1.59,722
banana,18,18,3.78,1.17,547
popsicle,18,18,3.78,1.35,82
bellybutton,18,18,3.78,1.83,33
thank,19,19,3.79,1.72,56877
wish,19,19,3.79,0.92,11991
scared,19,19,3.79,1.47,6803
truck,19,19,3.79,1.47,3716
green,19,19,3.79,1.32,3696
wall,19,19,3.79,1.75,3605
laugh,19,19,3.79,1.51,3206
bug,19,19,3.79,1.72,1068
lip,19,19,3.79,1.13,548
bubble,19,19,3.79,1.78,408
highchair,19,19,3.79,2.82,8
hear,20,20,3.8,1.64,28323
aunt,20,20,3.8,1.61,2815
pink,20,20,3.8,1.61,1452
marshmallow,20,20,3.8,1.32,77
music,21,21,3.81,2.5,7734
dirt,18,18,3.83,1.15,1310
yell,18,18,3.83,1.5,939
eyeball,18,18,3.83,1.54,94
baby,19,19,3.84,2.01,25978
boat,19,19,3.84,1.46,4885
pig,19,19,3.84,2.03,1996
plate,19,19,3.84,1.26,1308
spill,19,19,3.84,1.64,432
bathing,19,19,3.84,2.27,379
stair,19,19,3.84,1.61,69
bus,20,20,3.85,1.57,3783
farm,20,20,3.85,1.5,1532
ice,21,21,3.86,1.06,4057
spanking,21,21,3.86,2.63,93
school,19,19,3.89,1.37,16989
story,19,19,3.89,1.59,11260
top,18,18,3.89,1.53,6805
clean,18,18,3.89,1.49,6183
stick,18,18,3.89,1.57,4953
star,19,19,3.89,1.59,4149
wind,19,19,3.89,1.37,3028
bell,18,18,3.89,1.68,2006
egg,19,19,3.89,1.85,1328
pee,19,19,3.89,2.71,925
thirsty,37,37,3.89,1.63,627
crawl,18,18,3.89,1.23,614
boot,18,18,3.89,1.84,568
worm,19,19,3.89,1.37,516
lollipop,18,18,3.89,1.75,91
bedroom,21,21,3.9,1.55,1872
number,18,18,3.94,1.59,12288
air,18,18,3.94,1.55,7090
cow,18,18,3.94,1.63,1301
yard,18,18,3.94,1.7,1278
underwear,18,18,3.94,1.7,1105
rabbit,18,18,3.94,1.26,1068
grass,18,18,3.94,1.55,856
airplane,18,18,3.94,1.55,557
grape,18,18,3.94,1.55,204
little,19,19,3.95,1.87,73766
nice,19,19,3.95,1.51,33125
cold,20,20,3.95,1.79,6638
princess,19,19,3.95,1.51,2019
sugar,19,19,3.95,1.51,1926
jacket,20,20,3.95,2.09,1704
soft,22,22,3.95,1.5,1633
plant,19,19,3.95,1.65,1408
turkey,19,19,3.95,1.18,1153
tub,20,20,3.95,1.64,647
shorts,19,19,3.95,1.13,480
bedtime,20,20,3.95,2.91,316
pea,19,19,3.95,1.68,199
wiggle,19,19,3.95,1.22,152
undressed,20,20,3.95,1.32,123
dinner,1933,1933,3.99,1.79,10336
mean,18,18,4,1.68,63443
girl,19,19,4,1.89,28413
morning,19,19,4,1.45,22389
hurt,19,19,4,1.45,12564
paper,18,18,4,1.28,5271
blow,21,21,4,1.76,4976
train,18,18,4,1.71,4848
angel,19,19,4,1.29,3992
smoke,18,18,4,1.5,3337
wash,20,20,4,1.59,2077
color,18,18,4,2.87,2011
candy,18,18,4,1.94,1825
tiger,20,20,4,1.59,945
lamp,20,20,4,2.08,657
poop,20,20,4,3.11,285
rainy,19,19,4,1.49,194
meow,18,18,4,2.5,150
fingernail,20,20,4,1.59,68
pear,19,19,4,1.7,68
look,19,19,4.05,1.68,99311
sick,19,19,4.05,2.09,8437
light,19,19,4.05,1.99,8425
picture,19,19,4.05,1.31,7061
dress,19,19,4.05,1.61,4447
fish,19,19,4.05,1.61,4258
heavy,19,19,4.05,1.27,2412
pet,19,19,4.05,1.87,1029
belly,19,19,4.05,1.9,794
mud,20,20,4.05,1.61,756
chew,19,19,4.05,1.51,462
haircut,19,19,4.05,1.08,429
dinnertime,19,19,4.05,1.87,91
stripe,19,19,4.05,1.43,74
preschool,19,19,4.05,0.97,61
tricycle,19,19,4.05,1.58,27
welcome,18,18,4.06,1.21,9140
white,18,18,4.06,1.66,8744
kick,18,18,4.06,1.73,3744
pencil,18,18,4.06,1.8,503
sticky,18,18,4.06,1.59,292
schoolteacher,18,18,4.06,0.94,176
play,20,20,4.1,2.59,18081
ham,20,20,4.1,1.48,591
guy,18,18,4.11,1.91,38893
father,19,19,4.11,1.76,28279
turn,19,19,4.11,1.73,15630
phone,19,19,4.11,1.49,13756
read,18,18,4.11,1.68,12302
step,18,18,4.11,1.37,6052
breathe,19,19,4.11,1.88,2474
dry,19,19,4.11,1.33,2184
draw,18,18,4.11,1.13,2061
television,19,19,4.11,1.76,1729
square,18,18,4.11,1.18,1620
snow,19,19,4.11,2.31,1599
rooms,19,19,4.11,1.56,1326
toss,18,18,4.11,1.45,632
refrigerator,19,19,4.11,1.15,427
jelly,18,18,4.11,2.11,363
cupcake,18,18,4.11,1.23,167
bumblebee,19,19,4.11,1.37,33
throw,21,21,4.14,1.46,6570
sandbox,21,21,4.14,2.35,54
quiet,20,20,4.15,1.53,5978
horse,20,20,4.15,1.46,4737
slow,20,20,4.15,1.76,3877
knife,1929,1929,4.15,1.8,2387
apple,20,20,4.15,1.81,1207
lamb,20,20,4.15,1.81,542
stairway,20,20,4.15,1.5,81
want,19,19,4.16,2.32,140718
swing,19,19,4.16,2.03,1325
shoelace,19,19,4.16,1.42,38
silly,18,18,4.17,1.54,2912
sky,18,18,4.17,1.89,2285
feed,18,18,4.17,1.58,2162
ugly,18,18,4.17,1.2,2150
swim,18,18,4.17,1.72,1622
turtle,18,18,4.17,1.58,869
costume,18,18,4.17,1.95,721
coin,18,18,4.17,1.25,497
popcorn,18,18,4.17,1.86,465
vegetable,18,18,4.17,2.15,291
sneeze,18,18,4.17,1.58,150
yucky,18,18,4.17,2.2,22
washcloth,18,18,4.17,2.38,19
dig,21,21,4.19,2.34,2357
scream,20,20,4.2,1.58,1347
sweep,20,20,4.2,1.61,485
monkey,19,19,4.21,1.4,1709
bench,19,19,4.21,1.81,493
peach,19,19,4.21,1.27,324
strawberry,19,19,4.21,1.44,282
melon,19,19,4.21,1.51,218
wrong,18,18,4.22,1.48,26678
stay,18,18,4.22,2.21,26298
room,18,18,4.22,1.44,22415
rest,18,18,4.22,2.53,10861
win,19,18,4.22,1.31,6867
smell,18,18,4.22,1.44,4240
trip,18,18,4.22,1.9,4202
heaven,18,18,4.22,1.4,2887
cook,18,18,4.22,1.31,2324
scare,18,18,4.22,1.26,1712
stairs,18,18,4.22,1.86,1212
parent,18,18,4.22,1.93,670
chin,18,18,4.22,4.1,647
clothing,18,18,4.22,1.93,553
granny,18,18,4.22,2.21,430
straw,18,18,4.22,1.26,318
spank,18,18,4.22,1.99,173
alphabet,18,18,4.22,1.52,127
watermelon,18,18,4.22,1.11,112
full,21,21,4.24,1.61,8512
playtime,21,21,4.24,1.51,48
sheep,20,20,4.25,1.52,685
lunchbox,20,20,4.25,1.07,20
tell,19,19,4.26,2.05,87949
change,19,19,4.26,1.66,12258
game,19,19,4.26,1.82,11926
pain,19,19,4.26,1.52,4995
song,19,19,4.26,1.73,4778
cute,19,19,4.26,1.45,4475
push,19,19,4.26,1.85,3598
taste,19,19,4.26,1.76,2617
scary,19,19,4.26,1.97,1336
bowl,19,19,4.26,2.28,1094
wave,19,19,4.26,1.59,1084
rainbow,19,19,4.26,1.59,407
whisper,19,19,4.26,1.85,403
bicycle,19,19,4.26,1.45,337
sip,19,19,4.26,1.37,260
pancake,19,19,4.26,1.41,202
boogeyman,19,19,4.26,1.66,35
dingdong,19,19,4.26,1.76,3
pajama,37,37,4.27,3.23,65
give,18,18,4.28,1.93,59559
kid,18,18,4.28,1.56,17299
end,18,18,4.28,2.61,13559
body,18,18,4.28,2.32,9972
bag,18,18,4.28,1.56,4796
mess,18,18,4.28,1.45,3985
behave,18,18,4.28,1.6,828
bleed,18,18,4.28,1.56,515
sidewalk,18,18,4.28,1.6,279
playground,18,18,4.28,1.6,260
dresser,18,18,4.28,1.56,182
lettuce,18,18,4.28,1.41,173
nana,18,17,4.29,5.05,202
boohoo,19,17,4.29,1.9,5
bowwow,19,17,4.29,2.76,3
wait,20,20,4.3,1.89,42343
box,20,20,4.3,1.66,4577
stink,20,20,4.3,1.98,673
lick,20,20,4.3,1.53,559
glove,20,20,4.3,1.63,515
ketchup,20,20,4.3,1.78,310
can,19,19,4.32,2.26,267620
sign,19,19,4.32,1.45,6797
short,19,19,4.32,1.73,4367
frog,19,19,4.32,1.45,603
cough,19,19,4.32,2.11,448
shiny,19,19,4.32,1.67,398
stove,19,19,4.32,1.86,387
ant,19,19,4.32,1.57,273
smelly,19,19,4.32,2,211
elf,19,19,4.32,2.4,193
applesauce,19,19,4.32,2.81,30
watch,18,18,4.33,1.61,16831
summer,18,18,4.33,1.68,4012
cheese,18,18,4.33,1.75,1991
dot,18,18,4.33,1.41,338
spaghetti,18,18,4.33,1.19,302
cola,18,18,4.33,1.97,282
toothbrush,21,21,4.33,1.83,255
granddaddy,21,21,4.33,2.03,117
stinker,19,18,4.33,2.11,105
bump,20,20,4.35,1.6,630
tickle,20,20,4.35,2.6,245
take,19,19,4.37,1.89,96443
start,19,19,4.37,1.74,17345
balloon,19,19,4.37,1.95,442
hamster,19,19,4.37,1.67,109
age,21,21,4.38,1.36,4039
winter,21,21,4.38,1.66,1337
kindergarten,21,21,4.38,0.59,195
hard,18,18,4.39,2.15,15700
stand,18,18,4.39,1.79,11536
table,18,18,4.39,2.12,5387
grandfather,18,18,4.39,1.82,1241
stupid,20,20,4.4,1.47,9405
wheel,20,20,4.4,2.09,1380
juice,20,20,4.4,2.21,1371
playpen,18,17,4.41,2.29,35
keep,19,19,4.42,2.04,35846
bring,19,19,4.42,2.46,16685
afraid,19,19,4.42,1.71,12631
word,19,19,4.42,1.74,12013
truth,19,19,4.42,2.06,9801
tape,19,19,4.42,1.43,3511
clock,19,19,4.42,1.46,2990
queen,19,19,4.42,1.57,2789
meat,19,19,4.42,1.57,2226
silent,19,19,4.42,1.74,1173
soda,19,19,4.42,1.35,1012
lion,19,19,4.42,1.74,783
knee,19,19,4.42,2.52,749
thumb,19,19,4.42,2.36,603
sticker,19,19,4.42,2.29,142
icky,19,19,4.42,1.92,61
cut,21,21,4.43,1.72,11718
grownup,21,21,4.43,1.83,71
hurry,18,18,4.44,1.85,8856
learn,18,18,4.44,1.42,6047
floor,19,18,4.44,1.98,5132
stone,18,18,4.44,1.2,2072
policeman,18,18,4.44,2.01,598
cereal,18,18,4.44,1.89,324
squirrel,18,18,4.44,1.92,279
rainstorm,19,18,4.44,1.46,41
angry,20,20,4.45,1.9,3008
build,20,20,4.45,1.57,2452
paint,20,20,4.45,1.32,1877
run,19,19,4.47,1.9,17878
uncle,19,19,4.47,1.87,6327
park,19,19,4.47,1.87,3678
hide,19,19,4.47,2.14,3554
roll,19,19,4.47,2.12,3227
glass,19,19,4.47,1.65,3096
asleep,19,19,4.47,1.68,2541
tongue,19,19,4.47,2.87,1589
shape,19,19,4.47,1.87,1542
trash,19,19,4.47,1.78,1146
sink,1930,1929,4.47,2.04,863
chalk,19,19,4.47,1.17,183
stomachache,19,19,4.47,2.09,54
skin,21,21,4.48,1.69,2246
twinkle,21,21,4.48,1.94,157
know,18,18,4.5,2.12,291780
use,18,18,4.5,1.82,17536
close,20,20,4.5,1.82,11191
dumb,18,18,4.5,1.5,2395
noise,18,18,4.5,2.2,1779
shoulder,18,18,4.5,1.42,1336
friendly,18,18,4.5,1.72,1328
wolf,18,18,4.5,1.79,1034
bunny,22,22,4.5,2.13,946
barn,18,18,4.5,1.62,693
scissors,18,18,4.5,1.86,341
sofa,18,18,4.5,2.01,299
rattle,20,20,4.5,3.36,172
oatmeal,18,18,4.5,1.98,169
goldfish,18,18,4.5,3.43,155
trashcan,21,20,4.5,1.57,19
frown,21,21,4.52,1.69,104
let,19,19,4.53,2.09,123381
die,19,19,4.53,1.78,13318
sweet,19,19,4.53,2.46,7405
ring,19,19,4.53,1.87,4730
bull,19,19,4.53,2.29,1403
stranger,19,19,4.53,1.93,1377
circus,19,19,4.53,1.93,870
pin,19,19,4.53,1.39,835
supermarket,19,19,4.53,1.65,255
stinky,19,19,4.53,2.04,182
sparkly,19,19,4.53,1.39,34
wag,19,19,4.53,1.9,26
meanness,20,19,4.53,1.43,26
bib,19,19,4.53,4.25,25
tickly,19,19,4.53,2.74,2
point,20,20,4.55,1.61,12063
road,20,20,4.55,2.44,5709
dirty,20,20,4.55,2.21,3389
teacher,22,22,4.55,1.14,2842
cowboy,20,20,4.55,2.01,968
hotdog,20,20,4.55,2.11,20
trouble,18,18,4.56,2.94,11401
pretend,18,18,4.56,1.38,2056
pacifier,18,18,4.56,3.26,20
scissor,18,18,4.56,2.36,18
kindergartener,18,18,4.56,1.15,1
thing,19,19,4.58,1.61,55522
must,19,19,4.58,2.36,35661
party,19,19,4.58,2.41,11890
cool,19,19,4.58,2.32,9990
high,19,19,4.58,2.24,9945
street,19,19,4.58,2.48,7557
strong,19,19,4.58,1.87,4430
seat,19,19,4.58,1.92,4018
monster,19,19,4.58,1.77,1982
wood,19,19,4.58,2.04,1377
swimming,19,19,4.58,1.39,1019
sunshine,19,19,4.58,1.84,604
fist,19,19,4.58,1.64,375
kite,19,19,4.58,1.64,117
doctor,20,20,4.6,1.98,13461
silence,20,20,4.6,1.64,1294
leaf,20,20,4.6,2.37,265
outdoor,20,20,4.6,2.66,93
young,18,18,4.61,1.5,12402
catch,1928,1928,4.61,2.07,6911
treat,18,18,4.61,2.03,2646
danger,18,18,4.61,2.25,2227
lake,18,18,4.61,1.72,1836
argue,18,18,4.61,1.54,1007
corn,18,18,4.61,2.64,725
rug,18,18,4.61,1.61,531
tomato,18,18,4.61,1.5,301
bouncy,18,18,4.61,3.48,91
pinecone,18,18,4.61,2.06,13
move,21,21,4.62,1.75,21325
tired,21,21,4.62,2.58,5745
belt,21,21,4.62,2.09,1242
mat,21,21,4.62,2.22,178
dance,19,19,4.63,1.57,7550
wear,19,19,4.63,2.43,5576
knock,19,19,4.63,2.06,3299
telephone,19,19,4.63,1.8,1651
sand,19,19,4.63,2.31,1035
polite,19,19,4.63,1.89,711
drum,19,19,4.63,2.19,432
freezer,19,19,4.63,1.71,263
biscuit,19,19,4.63,1.74,191
squeaky,19,19,4.63,1.89,101
booger,19,19,4.63,1.67,62
chirp,19,19,4.63,1.71,30
afternoon,20,20,4.65,1.93,4666
warm,20,20,4.65,1.79,2659
mail,20,20,4.65,2.01,1879
smash,20,20,4.65,2.03,421
striped,20,20,4.65,2.03,87
sailboat,20,20,4.65,2.11,82
hold,18,18,4.67,2.89,22273
person,21,21,4.67,1.88,10857
ride,18,18,4.67,2.17,6904
teach,18,18,4.67,1.64,3715
pizza,18,18,4.67,2.59,1709
toast,21,21,4.67,3.34,1707
awake,18,18,4.67,1.33,1362
penny,18,18,4.67,1.61,1239
slap,18,18,4.67,2.3,636
fridge,18,18,4.67,1.33,502
feather,18,18,4.67,1.81,338
glue,18,18,4.67,1.08,300
piggy,18,18,4.67,2.95,225
spaceship,18,18,4.67,1.24,188
cone,18,18,4.67,2.57,149
burp,18,18,4.67,1.88,66
ticklish,18,18,4.67,2.38,58
make,19,19,4.68,1.77,70775
second,19,19,4.68,1.95,14513
born,19,19,4.68,1.97,4268
naked,19,19,4.68,2.24,2002
skip,19,19,4.68,1.95,1076
adult,19,19,4.68,2.26,729
granddaughter,19,19,4.68,1.95,330
bin,19,19,4.68,2.67,274
knob,19,19,4.68,2.43,125
low,20,20,4.7,1.22,3016
claw,20,20,4.7,2.2,223
cutie,20,20,4.7,2.23,147
doorknob,20,20,4.7,1.56,86
chipmunk,20,20,4.7,1.45,42
hairbrush,20,20,4.7,2.75,37
fall,21,21,4.71,2.63,6044
new,18,18,4.72,2.14,36913
side,18,18,4.72,1.27,10247
burn,18,18,4.72,1.87,2816
rule,18,18,4.72,1.49,2455
shower,18,18,4.72,2.08,2097
giant,18,18,4.72,1.45,1380
fishing,18,18,4.72,2.4,1204
shout,18,18,4.72,1.49,839
pan,18,18,4.72,1.53,627
ox,18,18,4.72,1.96,397
seed,18,18,4.72,2.24,386
peanuts,18,18,4.72,1.96,385
mailman,18,18,4.72,1.6,147
splinter,18,18,4.72,2.02,75
mitten,18,18,4.72,1.74,23
call,19,19,4.74,1.85,43931
meet,19,19,4.74,1.73,17966
window,19,19,4.74,2.47,4386
letter,19,19,4.74,1.45,4213
sea,19,19,4.74,1.56,3052
cross,19,19,4.74,1.76,2807
choose,19,19,4.74,1.79,2451
tie,19,19,4.74,1.82,2266
pocket,19,19,4.74,1.97,1821
lift,19,19,4.74,1.91,1741
ocean,19,19,4.74,2.38,1545
meal,19,19,4.74,1.56,1472
thanksgiving,19,19,4.74,1.63,949
coke,19,19,4.74,1.76,948
lemon,19,19,4.74,1.73,613
farmer,19,19,4.74,1.28,604
auntie,19,19,4.74,2.28,401
dusty,19,19,4.74,1.41,283
unsafe,19,19,4.74,1.73,77
snowball,19,19,4.74,1.59,71
think,20,20,4.75,1.55,137261
hit,20,20,4.75,2.83,14025
round,20,20,4.75,2.05,3393
ceiling,20,20,4.75,1.68,426
insect,20,20,4.75,1.83,161
store,21,21,4.76,1.92,4178
lightning,21,21,4.76,1.89,721
tissue,21,21,4.76,1.73,547
forget,18,18,4.78,1.99,14130
button,18,18,4.78,2.07,1441
switch,18,18,4.78,2.24,1434
witch,18,18,4.78,1.4,1410
pumpkin,18,18,4.78,1.77,553
elbow,18,18,4.78,1.7,313
alligator,18,18,4.78,2.05,178
cheeseburger,18,18,4.78,1.7,163
pull,19,19,4.79,1.93,7469
fear,19,19,4.79,1.93,3523
weekend,19,19,4.79,1.44,3118
grow,19,19,4.79,1.93,3034
empty,19,19,4.79,2.25,2409
block,19,19,4.79,3.08,2067
bike,19,19,4.79,1.65,1320
sandwich,19,19,4.79,1.93,1118
wing,19,19,4.79,1.84,1032
slide,19,19,4.79,2.3,909
pudding,19,19,4.79,2.84,314
roar,19,19,4.79,2.25,205
napkin,19,19,4.79,2.51,184
zebra,19,19,4.79,1.65,128
meanie,19,19,4.79,1.72,21
tabletop,19,19,4.79,1.81,5
beach,20,20,4.8,1.54,2888
mask,20,20,4.8,2.46,1010
elephant,20,20,4.8,1.74,580
vanilla,20,20,4.8,2.07,203
brownie,20,20,4.8,2.02,180
helper,20,20,4.8,3.14,103
unwrap,20,20,4.8,1.64,25
seesaw,21,21,4.81,1.54,22
human,18,18,4.83,1.76,6363
present,18,18,4.83,2.01,4562
voice,18,18,4.83,1.54,4394
moon,18,18,4.83,2.31,2548
baseball,18,18,4.83,1.72,1288
darkness,18,18,4.83,1.89,892
wipe,18,18,4.83,2.07,861
goofy,18,18,4.83,1.95,266
unicorn,18,18,4.83,1.86,126
snowy,18,18,4.83,1.47,54
softness,18,18,4.83,1.65,24
bathwater,18,18,4.83,1.54,9
cash,19,19,4.84,2.61,3694
share,19,19,4.84,1.86,3545
begin,19,19,4.84,1.42,2906
size,19,19,4.84,2.48,2353
football,19,19,4.84,1.64,1914
horn,19,19,4.84,1.01,1075
hop,19,19,4.84,2.17,977
beard,19,19,4.84,1.8,643
potato,19,19,4.84,2.17,576
untie,19,19,4.84,1.54,264
juicy,19,19,4.84,1.61,219
racer,19,19,4.84,1.5,134
paste,19,19,4.84,1.61,87
ladybug,19,19,4.84,2.03,20
sure,20,20,4.85,1.46,56091
line,20,20,4.85,2.52,10515
bat,20,20,4.85,1.73,1052
fluff,20,20,4.85,1.57,72
boots,21,21,4.86,2.71,977
dollhouse,21,21,4.86,1.9,22
dream,1931,1930,4.88,1.95,6798
kind,18,18,4.89,1.23,30125
hope,18,18,4.89,2.11,16352
shut,18,18,4.89,2.17,13455
blood,18,18,4.89,1.64,9492
write,18,18,4.89,1.64,6467
piece,19,19,4.89,1.7,6349
ground,18,18,4.89,2.3,3696
bunch,18,18,4.89,1.78,3003
reach,19,19,4.89,2.79,2903
liar,19,19,4.89,1.91,1792
medicine,18,18,4.89,2.14,1744
freeze,19,19,4.89,1.76,1640
wire,18,18,4.89,1.78,1403
tear,19,19,4.89,1.97,1377
garbage,19,19,4.89,1.56,1331
mirror,18,18,4.89,1.97,1233
gentle,18,18,4.89,1.84,844
unhappy,19,19,4.89,2.28,843
gum,18,18,4.89,1.13,683
thunder,19,19,4.89,1.59,679
dish,18,18,4.89,2.42,584
ankle,18,18,4.89,1.53,409
sour,19,19,4.89,2.18,297
marker,19,19,4.89,2.21,267
poisonous,18,18,4.89,2.14,170
colorful,18,18,4.89,2.22,163
sled,19,19,4.89,1.88,149
milkshake,18,18,4.89,1.88,42
rosebush,19,18,4.89,1.64,5
river,20,20,4.9,1.62,2829
huge,21,21,4.9,3.14,2467
bush,20,20,4.9,2.1,720
naughty,21,21,4.9,3.85,523
cracker,20,20,4.9,2.55,294
triangle,21,21,4.9,3.03,218
eyeglasses,20,20,4.9,2.36,34
